#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A41D55
#Date Time: 2020-05-19 17:04:53.182
#Sample rate: 8000Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Falling Level: 2 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: -1.5 V
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 3.3 V
#Negative Supply: OFF
#Voltage: -1 V

Time (s),Channel 1 (V)
-0.415437,2.54997
-0.415312,2.54963
-0.415187,2.55031
-0.415063,2.55065
-0.414937,2.55099
-0.414812,2.55134
-0.414687,2.55134
-0.414563,2.55134
-0.414437,2.55168
-0.414312,2.55168
-0.414187,2.55236
-0.414062,2.55202
-0.413937,2.55202
-0.413812,2.5527
-0.413687,2.5527
-0.413562,2.5527
-0.413437,2.55339
-0.413312,2.55373
-0.413187,2.55373
-0.413062,2.55441
-0.412937,2.55441
-0.412812,2.55475
-0.412687,2.55544
-0.412562,2.5551
-0.412437,2.55544
-0.412312,2.5551
-0.412187,2.55544
-0.412062,2.55578
-0.411937,2.55612
-0.411812,2.55646
-0.411687,2.55646
-0.411562,2.5568
-0.411437,2.55715
-0.411312,2.5568
-0.411187,2.55749
-0.411062,2.55749
-0.410937,2.55749
-0.410812,2.55817
-0.410687,2.55783
-0.410562,2.55749
-0.410437,2.55817
-0.410312,2.55817
-0.410187,2.55851
-0.410062,2.55851
-0.409937,2.55817
-0.409812,2.5592
-0.409687,2.55954
-0.409562,2.5592
-0.409437,2.5592
-0.409312,2.55954
-0.409187,2.55988
-0.409062,2.56022
-0.408937,2.55954
-0.408812,2.56022
-0.408687,2.56022
-0.408562,2.56022
-0.408437,2.56125
-0.408312,2.56091
-0.408187,2.56091
-0.408062,2.56125
-0.407937,2.56091
-0.407812,2.56125
-0.407687,2.56159
-0.407562,2.56159
-0.407437,2.56159
-0.407312,2.56125
-0.407187,2.56159
-0.407062,2.56227
-0.406937,2.56159
-0.406812,2.56159
-0.406687,2.56227
-0.406562,2.56227
-0.406437,2.56227
-0.406312,2.56227
-0.406187,2.56227
-0.406062,2.56262
-0.405938,2.56296
-0.405812,2.56262
-0.405687,2.56296
-0.405562,2.56262
-0.405438,2.56262
-0.405312,2.56296
-0.405187,2.56262
-0.405062,2.56296
-0.404938,2.56296
-0.404812,2.56296
-0.404687,2.56398
-0.404562,2.5633
-0.404438,2.56364
-0.404312,2.56432
-0.404187,2.56432
-0.404062,2.56432
-0.403938,2.56432
-0.403812,2.56398
-0.403687,2.56467
-0.403562,2.56467
-0.403438,2.56398
-0.403312,2.56501
-0.403187,2.56501
-0.403062,2.56501
-0.402938,2.56467
-0.402812,2.56501
-0.402687,2.56535
-0.402562,2.56535
-0.402438,2.56569
-0.402312,2.56603
-0.402187,2.56603
-0.402062,2.56672
-0.401938,2.56706
-0.401812,2.56672
-0.401687,2.5674
-0.401562,2.56774
-0.401438,2.56774
-0.401312,2.56808
-0.401187,2.56774
-0.401062,2.56774
-0.400938,2.56843
-0.400812,2.56843
-0.400687,2.56945
-0.400562,2.56911
-0.400438,2.56911
-0.400312,2.56979
-0.400187,2.56945
-0.400062,2.56979
-0.399938,2.57013
-0.399812,2.57048
-0.399687,2.57082
-0.399562,2.57013
-0.399438,2.57082
-0.399312,2.57116
-0.399187,2.57082
-0.399062,2.57116
-0.398938,2.57048
-0.398812,2.57116
-0.398687,2.57116
-0.398562,2.57082
-0.398438,2.57082
-0.398312,2.5715
-0.398187,2.5715
-0.398062,2.57184
-0.397937,2.5715
-0.397812,2.57184
-0.397687,2.57219
-0.397562,2.57219
-0.397437,2.57219
-0.397312,2.57219
-0.397187,2.57184
-0.397062,2.57219
-0.396937,2.57184
-0.396812,2.57184
-0.396687,2.57219
-0.396562,2.57219
-0.396437,2.57184
-0.396312,2.57253
-0.396187,2.57184
-0.396062,2.57219
-0.395937,2.57219
-0.395812,2.57184
-0.395687,2.57219
-0.395562,2.5715
-0.395437,2.5715
-0.395312,2.57219
-0.395187,2.57184
-0.395062,2.57219
-0.394937,2.57219
-0.394812,2.5715
-0.394687,2.57219
-0.394562,2.57184
-0.394437,2.5715
-0.394312,2.57184
-0.394187,2.57184
-0.394062,2.57219
-0.393937,2.57219
-0.393812,2.57184
-0.393687,2.57219
-0.393562,2.57184
-0.393437,2.57116
-0.393312,2.5715
-0.393187,2.57116
-0.393062,2.5715
-0.392937,2.57184
-0.392812,2.5715
-0.392687,2.57184
-0.392562,2.57184
-0.392437,2.5715
-0.392312,2.57184
-0.392187,2.5715
-0.392062,2.57184
-0.391937,2.57184
-0.391812,2.5715
-0.391687,2.5715
-0.391562,2.57219
-0.391437,2.57184
-0.391312,2.57184
-0.391187,2.57219
-0.391062,2.5715
-0.390937,2.57219
-0.390812,2.57184
-0.390687,2.57184
-0.390562,2.57253
-0.390437,2.57219
-0.390313,2.57219
-0.390187,2.57253
-0.390062,2.57184
-0.389937,2.57253
-0.389813,2.57219
-0.389687,2.57184
-0.389562,2.57253
-0.389437,2.57253
-0.389313,2.57219
-0.389187,2.57253
-0.389062,2.57219
-0.388937,2.57219
-0.388813,2.57253
-0.388687,2.57219
-0.388562,2.57219
-0.388437,2.57253
-0.388313,2.57219
-0.388187,2.57253
-0.388062,2.57253
-0.387937,2.57287
-0.387813,2.57321
-0.387687,2.57253
-0.387562,2.57321
-0.387437,2.57355
-0.387313,2.57321
-0.387187,2.57355
-0.387062,2.57389
-0.386937,2.57355
-0.386813,2.57389
-0.386687,2.57355
-0.386562,2.57355
-0.386437,2.57424
-0.386313,2.57389
-0.386187,2.57424
-0.386062,2.57424
-0.385937,2.57424
-0.385813,2.57458
-0.385687,2.57424
-0.385562,2.57424
-0.385437,2.57424
-0.385313,2.57389
-0.385187,2.57424
-0.385062,2.57424
-0.384937,2.57355
-0.384813,2.57458
-0.384687,2.57458
-0.384562,2.57458
-0.384437,2.57526
-0.384313,2.57492
-0.384187,2.57492
-0.384062,2.57526
-0.383937,2.5756
-0.383813,2.5756
-0.383687,2.57595
-0.383562,2.57595
-0.383437,2.57629
-0.383313,2.57595
-0.383187,2.57595
-0.383062,2.57629
-0.382937,2.57595
-0.382812,2.57595
-0.382687,2.57663
-0.382562,2.57663
-0.382437,2.57663
-0.382312,2.57663
-0.382187,2.57595
-0.382062,2.57663
-0.381937,2.57663
-0.381812,2.57663
-0.381687,2.57663
-0.381562,2.57663
-0.381437,2.57697
-0.381312,2.57697
-0.381187,2.57629
-0.381062,2.57663
-0.380937,2.57731
-0.380812,2.57663
-0.380687,2.57697
-0.380562,2.57697
-0.380437,2.57697
-0.380312,2.57765
-0.380187,2.57731
-0.380062,2.57663
-0.379937,2.57663
-0.379812,2.57663
-0.379687,2.57629
-0.379562,2.57663
-0.379437,2.57629
-0.379312,2.57697
-0.379187,2.57765
-0.379062,2.57731
-0.378937,2.57765
-0.378812,2.578
-0.378687,2.57731
-0.378562,2.57765
-0.378437,2.57731
-0.378312,2.57765
-0.378187,2.578
-0.378062,2.57697
-0.377937,2.57731
-0.377812,2.57731
-0.377687,2.57731
-0.377562,2.57731
-0.377437,2.57697
-0.377312,2.57697
-0.377187,2.57731
-0.377062,2.57697
-0.376937,2.57697
-0.376812,2.57663
-0.376687,2.57663
-0.376562,2.57629
-0.376437,2.57629
-0.376312,2.57595
-0.376187,2.57629
-0.376062,2.57526
-0.375937,2.5756
-0.375812,2.57595
-0.375687,2.5756
-0.375562,2.5756
-0.375437,2.5756
-0.375312,2.57492
-0.375187,2.57492
-0.375062,2.57492
-0.374937,2.57526
-0.374812,2.57526
-0.374688,2.57458
